title,project,topic
"Feature Request: `Get-History` command showing history from previous sessions",PowerShell,TOPIC4
"Intellisense: Dynamic parameters not displayed when another parameter is of a custom type.",PowerShell,TOPIC4
"Unable to install powershell on MacOS without root access (brew)",PowerShell,TOPIC4
"Suggestion: Add #Requires -Assembly AssemblyName support",PowerShell,TOPIC4
"Stuck when I try to set the file with extension .ps1â€˜s propertiy open with ",PowerShell,TOPIC4
"conda-forge package for PowerShellCore",PowerShell,TOPIC4
"The call operator used on the result of Get-Command 'wildcard*' fails silently, instead of triggering module auto-import or throwing an exception",PowerShell,TOPIC4
"How to add PowerShell to an ASP.Net Core 2.0 project?",PowerShell,TOPIC4
"Can't download powershell installer package in Azure Mooncake network environment",PowerShell,TOPIC4
"Imported the function but still got "is not recognized as the name of a cmdlet, function, script file, or operable program. Check the spelling of the name, or if a path was included, verify that the path is correct and try again."",PowerShell,TOPIC4
"New-CimSession throws MissingMethodException",PowerShell,TOPIC4
"Can we get a release that runs on Alpine?",PowerShell,TOPIC4
"Make ambiguous command calls (when multiple commands have the same name) cause an error under strict mode",PowerShell,TOPIC4
"New-PSSession fails - WSMan client library not found",PowerShell,TOPIC4
"[System.Security.Cryptography.HashAlgorith]::Create($Hashname) not supported on this platform",PowerShell,TOPIC4
"Cannot parse DSC configuration on WMF 4",PowerShell,TOPIC4
"PSCredential Parameterbinding quirks",PowerShell,TOPIC4
"Applying DSC Config from Powershell Core on Windows",PowerShell,TOPIC4
"Directly constructed .NET type instances lack properties that ones output by cmdlets have",PowerShell,TOPIC4
"Copy & paste is not working properly on Windows 10",PowerShell,TOPIC4
"Where are the SPEC file for RHEL/CentOS/Fedora?",PowerShell,TOPIC4
""call depth overflow" exception in Powershell scripts on Mac",PowerShell,TOPIC4
"Question: In upcoming releases, is .NET Core 2.0 going to be required?",PowerShell,TOPIC4
"Guidance on common verb implemenations?",PowerShell,TOPIC4
"Why group System.Diagnostics.Eventing.Reader.EventLogRecord?",PowerShell,TOPIC4
"How to handle searching for path separators?",PowerShell,TOPIC4
"DSC deployment got reverted even when LCM configuration is set to ApplyandMonitor",PowerShell,TOPIC4
"Java/Linux: The file does not have a '.PS1' extension",PowerShell,TOPIC4
"Get-Culture and $PSCulture do not (consistently) reflect in-session changes to another culture",PowerShell,TOPIC4
"This project supports Office 365 PS management?",PowerShell,TOPIC4
"Get-ACL doesn't support -Credential? ",PowerShell,TOPIC4
"Why do handled exceptions show in ErrorVariable?",PowerShell,TOPIC4
"New-PSSession fails to connect to Windows Server 2016 PC",PowerShell,TOPIC4
"Strange Get-Random Input-Object parameter behaviour",PowerShell,TOPIC4
"Hang in Scripting.Classes.Inheritance.Tests.ps1",PowerShell,TOPIC4
"OpenSSH library load failing in PS 6.0",PowerShell,TOPIC4
"The element 'InheritMembers' (ETS) do not works.",PowerShell,TOPIC4
"missing path to system modules in $env:PSModulePath in microsoft/powershell Docker base image",PowerShell,TOPIC4
"Out-String concatenation behavior ",PowerShell,TOPIC4
"PowerShell as default shell (login shell) does not work on ArchLinux",PowerShell,TOPIC4
"Deserialized.Microsoft.PowerShell.Commands.MatchInfo not formatted correctly",PowerShell,TOPIC4
"Duplicated test completion functions",PowerShell,TOPIC4
"Question: Digitally signing updatable help",PowerShell,TOPIC4
"Runspace pools are they sharing states or objects between processes ?",PowerShell,TOPIC4
"To install an application using powershell, clicking, keystrokes and detection of new pop up dialog box",PowerShell,TOPIC4
"Get-Content on FileInfo behave un-intuitive",PowerShell,TOPIC4
"Move-CSUser command works in winform application but not window service",PowerShell,TOPIC4
"DSC Pullserver huge amount of "SendReport" requests. Normal?",PowerShell,TOPIC4
"Platform specific behavior for Split-Path",PowerShell,TOPIC4
"Listening to Windows RT events",PowerShell,TOPIC4
"PowerShell Remoting SPN?",PowerShell,TOPIC4
"Publish guidance for existing PS modules",PowerShell,TOPIC4
"File mode in Linux should reflect Linux modes",PowerShell,TOPIC4
"We have $PSEdition, so shall "$IsWindows , $IsLinux , $IsOSX , and $IsCore" be kept in PowerShell Core permanently?",PowerShell,TOPIC4
"Localization story",PowerShell,TOPIC4
"can't access discuss react",react,TOPIC4
"How to suppress error boundary logs from intentionally caught errors in Jest tests?",react,TOPIC4
"How to prevent React from modifying elements manipulated by external code? ",react,TOPIC4
"Dispatch blur event on siblings",react,TOPIC4
"Form disappears without calling onSubmit",react,TOPIC4
"onMouseLeave not working as expected",react,TOPIC4
"Sharing on iOS 11 leads to duplicated content on "Copy & Paste"",react-native,TOPIC4
"Errors with flow experimental.const_params=true",react-native,TOPIC4
"requestAnimationFrame returns Unix timestamp instead of elapsed time",react-native,TOPIC4
"Webview contentInset property doesn't work in Android. But, work well in iOS ",react-native,TOPIC4
"On iOS, orientation changes don't animate in a way that "looks native"",react-native,TOPIC4
"RequestBodyUtil.create uses inputStream.available() as contentLength",react-native,TOPIC4
"Switch of android will cause a NullPointerException",react-native,TOPIC4
"[CLI] Changing packager port not supported when running run-ios, run-android",react-native,TOPIC4
"RefreshControl offset not functioning correctly for iOS.",react-native,TOPIC4
"Touches pass through overlay Views in Android, but not iOS",react-native,TOPIC4
"Hope to add attribute ï¼ˆ keyboardType = numberSignedï¼‰ to TextInput of android",react-native,TOPIC4
"ScrollView inside KeyboardAvoidingView bottom padding bug?",react-native,TOPIC4
"[Modal-StatusBar-Android] Statusbar shows up with setHidden(true)",react-native,TOPIC4
"[Android Could not find generated setter for class com.facebook.react.views",react-native,TOPIC4
"NPM modules get required from /Users/node_modules/ instead of the project directory",react-native,TOPIC4
"[Android] es6 Polyfills",react-native,TOPIC4
"[Android] React Native for Android is incompatible with 3rd-party 64-bit libraries",react-native,TOPIC4
"[Touchable* + Text] "Touchable cannot transition" error about 20% of the time",react-native,TOPIC4
"[BUG] Swallowed errors in onSubmitSuccess when onSubmit returns a Promise",redux-form,TOPIC4
"Create a HOC to access form name of form in context",redux-form,TOPIC4
"PR request: documentation for redux-saga",redux-form,TOPIC4
"Example Request: File inputs",redux-form,TOPIC4
"[Question] Dismiss _error, but not field errors",redux-form,TOPIC4
"Remove Array Of Fields",redux-form,TOPIC4
"Selecting Form Values inside nested arrays",redux-form,TOPIC4
"Best practice to propagte validation-errors from redux action",redux-form,TOPIC4
"[blur event] Why does handleBlur updates field value?",redux-form,TOPIC4
"Form problems with reusing saved values, my code is given",redux-form,TOPIC4
"Async and sync validation results in error property",redux-form,TOPIC4
"Passing other params to handleSubmit/onSubmit",redux-form,TOPIC4
"Validate onSubmit, but don't validate onChange or onBlur",redux-form,TOPIC4
"the Field parse prop function not called for initialValues",redux-form,TOPIC4
"How to notify custom field components of validate/submit event?",redux-form,TOPIC4
"V6 - How to create a checkbox group",redux-form,TOPIC4
"Out of Memory issue when uploading large files",RestSharp,TOPIC4
"Cookies are not set during redirect",RestSharp,TOPIC4
"RestResponseCookie is not interchangeable with System.Net.Cookie",RestSharp,TOPIC4
"RestSharp Access/Refresh Token",RestSharp,TOPIC4
"Encoding Problem",RestSharp,TOPIC4
"AddJsonBody will convert DateTime to UTC ",RestSharp,TOPIC4
"System.Net.WebException: The server committed a protocol violation.",RestSharp,TOPIC4
"RestREsponse.Content returns string with UTF-8 BOM character",RestSharp,TOPIC4
"response content as json",RestSharp,TOPIC4
"Add ability to invoke HttpWebRequest.AddRange method with long parameters",RestSharp,TOPIC4
"can not support gbk charset",RestSharp,TOPIC4
"Invalid value for attribute at deserialization",RestSharp,TOPIC4
"Randomly occurring web exception",RestSharp,TOPIC4
"Different requests cookie issue",RestSharp,TOPIC4
"Get parameter optional encodeing",RestSharp,TOPIC4
"RFC: API for changing configuration during test",robolectric,TOPIC4
"Change existing cop message templates to use annotated template strings",rubocop,TOPIC4
"Help the parser project find more maintainers",rubocop,TOPIC4
"Add warning for private_class_method used without arguments",rubocop,TOPIC4
"Should Performance cops be disabled by default?",rubocop,TOPIC4
"TargetRubyVersion Ignored Yet Throwing Errors & Failing Test",rubocop,TOPIC4
"Is EndAlignment not a Layout cop?",rubocop,TOPIC4
"What is the maximum time users are ok with rubocop taking?",rubocop,TOPIC4
"Inconsistant functionality in Performance/CaseWhenSplat",rubocop,TOPIC4
"How to Ignore Code at all acosts",rubocop,TOPIC4
"Where 10 lines/method and other metrics came from?",rubocop,TOPIC4
"Add --styles flag for sass-convert",sass,TOPIC4
"Feature request: inline sourcemap as Data URI",sass,TOPIC4
"compile_file does not allow to pass a specific encoding",sass,TOPIC4
"`str-index` should have optional offset param",sass,TOPIC4
"[request] str-split function",sass,TOPIC4
"Color declaration values aren't compressed if terminated by a semicolon",sass,TOPIC4
"Inconsistencies in messages",sass,TOPIC4
"lots of errors generating the documentation",sass,TOPIC4
"Importer Test Harness",sass,TOPIC4
"posibility to use new css specs in combination with sass?",sass,TOPIC4
"Spaces around slash separators could be removed for more compression",sass,TOPIC4
"Nested media queries using the "not" keyword should not be merged",sass,TOPIC4
"Not able to use '--poll' with Sass -v 3.4.18. Sass doesn't listen for changes any longer.",sass,TOPIC4
"REPL output of division of complex units is inconsistent",sass,TOPIC4
"Support nested maps with "map-get"",sass,TOPIC4
"Support trailing comma in multi-line @include",sass,TOPIC4
"SourceMap: Require sourceRoot of source-map v3",sass,TOPIC4
"Properly handle escapes in identifiers",sass,TOPIC4
"Add inline sourcemap support",sass,TOPIC4
"Support "selector&"",sass,TOPIC4
"Add a flag to emit ASCII-only output",sass,TOPIC4
"Better traces for exceptions thrown from ruby functions",sass,TOPIC4
"Print a warning when a selector list contains multiple incompatible vendor prefixes",sass,TOPIC4
"Clean up tests",sass,TOPIC4
"Duplicate rules in the same rule set (could this be avoided?)",sass,TOPIC4
"is-type-of($object, $type_name)",sass,TOPIC4
"Feature: Add YUI-style optimisations for compressed CSS output",sass,TOPIC4
"Use hyphenated names in Sass function documentation",sass,TOPIC4
"Sass ignores linebreaks of combined selectors when referencing parent selector",sass,TOPIC4
"Make & resolve to an empty selector in root context instead of being an error",sass,TOPIC4
"Allow 'index' to be a possible file to import",sass,TOPIC4
"Improvements to the minifier",sass,TOPIC4
"rgb(80) as a shortcut for rgb(80,80,80)",sass,TOPIC4
"Make `&` perform semantically-aware selector unification",sass,TOPIC4
"Sass 3.2: media queries with ratio values rendered incorrectly",sass,TOPIC4
"Allow interpolation within unknown directives",sass,TOPIC4
"static colors are not compressed",sass,TOPIC4
"Underscores for Folders",sass,TOPIC4
"IE has limit of 4095 selectors in a CSS file -- sass should warn or throw optional exception",sass,TOPIC4
"Allow inline // comments?",sass,TOPIC4
"@supports/@document/@keyframes bubbling",sass,TOPIC4
"feature request: add --file-ext to config for .scss to .css and .min.css",sass,TOPIC4
"Shorthand for declaring multiple CSS properties like CoffeeScript variables",sass,TOPIC4
"Suggested alternative for deprecated angular.merge doesn't behave exactly like the deprecated method.",angular.js,TOPIC5
"WIP - feat($injector): add support for non-string IDs (and other minor stuff)",angular.js,TOPIC5
"Should CDN example on Download documentation page contain Subresource Integrity info?",angular.js,TOPIC5
"Reminder to fix up animate.js",angular.js,TOPIC5
"Version 1.5.11 - Providers must be declared in correct sequence or injection fails",angular.js,TOPIC5
"ng-repeat track by $index with custom directive",angular.js,TOPIC5
"ngCsp example in docs doesn't work",angular.js,TOPIC5
"docs: change "Google Inc." to "Google LLC"",angular.js,TOPIC5
"Issues with the table of contents in the doc app",angular.js,TOPIC5
"Angular 1.2 HTML5 validation limitations unclear",angular.js,TOPIC5
"Suggested alternative for deprecated angular.merge doesn't behave exactly like the deprecated method.",angular.js,TOPIC5
"Supported Status for Versions",angular.js,TOPIC5
"test(e2e): replace browser.getLocationAbsUrl() deprecated function with browser.getCurrentUrl()",angular.js,TOPIC5
"Add BC note for ngClass deep watch change ",angular.js,TOPIC5
"Document behavior change in watchGroup in master",angular.js,TOPIC5
"Add missing / fix incorrect error docs ",angular.js,TOPIC5
"docs(ngClass): Add docs for ngClassOdd and ngClassEven regarding animâ€¦",angular.js,TOPIC5
"Incorrect quirks mode check in sce.js",angular.js,TOPIC5
"Add Chinese version README.---Resolved my email issue in CLA, this is a new PR.",angular.js,TOPIC5
"fix(docs-app): get rid of `document.write` for inserting scripts",angular.js,TOPIC5
"ng-animate 1.5.8 - ng-animate-ref - Broken under js-based structural animations",angular.js,TOPIC5
"docs(step_15): create new step about accessibility",angular.js,TOPIC5
"$resource: enumerability of methods and properties, `toJSON`",angular.js,TOPIC5
"$animate.animated conflicts with $animateProvider.classNameFilter",angular.js,TOPIC5
"clarify how to test routes properly",angular.js,TOPIC5
"Docs: how to unit test a service",angular.js,TOPIC5
"Make it easy to link to document section",angular.js,TOPIC5
"Integrate the angular github wiki with the official docs",angular.js,TOPIC5
"docs(ngModel): ng-model scope inheritance update",angular.js,TOPIC5
"Add animation lifecycle explanation back to $animate service doc (or somewhere else)",angular.js,TOPIC5
